NAME,GAIA_DESIG,RA,DEC,GLON,GLAT,SPEC_CLASS,SPEC_SIMBAD,COLOUR_SDSS,COLOUR_APASS,COLOUR_PS1,COLOUR_SKYM,PLX,PLX_ZP,e_PLX,M_G,G_GAIA,e_G_GAIA,BP_GAIA,e_BP_GAIA,RP_GAIA,e_RP_GAIA,PMRA_GAIA,e_PMRA_GAIA,PMDEC_GAIA,e_PMDEC_GAIA,RV_SDSS,e_RV_SDSS,RV_LAMOST,e_RV_LAMOST,TEFF,e_TEFF,LOG_G,e_LOG_G,LOG_Y,e_LOG_Y,PARAMS_REF,EB-V,e_EB-V,AV,FUV_GALEX,e_FUV_GALEX,NUV_GALEX,e_NUV_GALEX,V_APASS,e_V_APASS,B_APASS,e_B_APASS,g_APASS,e_g_APASS,r_APASS,e_r_APASS,i_APASS,e_i_APASS,u_SDSS,e_u_SDSS,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,I_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,u_VST,e_u_VST,g_VST,e_g_VST,r_VST,e_r_VST,I_VST,e_i_VST,z_VST,e_z_VST,u_SKYM,e_u_SKYM,v_SKYM,e_v_SKYM,g_SKYM,e_g_SKYM,r_SKYM,e_r_SKYM,i_SKYM,e_i_SKYM,z_SKYM,e_z_SKYM,g_PS1,e_g_PS1,r_PS1,e_r_PS1,i_PS1,e_i_PS1,z_PS1,e_z_PS1,y_PS1,e_y_PS1,J_2MASS,e_J_2MASS,H_2MASS,e_H_2MASS,K_2MASS,e_K_2MASS,Y_UKIDSS,e_Y_UKIDSS,J_UKIDSS,e_J_UKIDSS,H_UKIDSS,e_H_UKIDSS,K_UKIDSS,e_K_UKIDSS,Z_VISTA,e_Z_VISTA,Y_VISTA,e_Y_VISTA,J_VISTA,e_J_VISTA,H_VISTA,e_H_VISTA,Ks_VISTA,e_Ks_VISTA,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4
SDSSJ173710.23+432919.8,Gaia EDR3 1349954611076184704,264.29259829412,43.48879059935,69.33798559352,31.29270211540,sdB+MS,sdB1.5He5+G/K,sd+MS,sdO/B,sdO/B,,0.3717,0.3851,0.0301,3.3231,15.3954,0.0028,15.3385,0.0036,15.3565,0.0044,-8.0323,0.0360,-9.2267,0.0369,-112,3,,,,,,,,,,0.024,0.002,0.076,14.741,0.013,14.959,0.006,15.387,0.033,15.323,0.070,15.190,0.071,15.493,0.048,15.612,0.091,15.289,0.005,15.253,0.004,15.530,0.004,15.686,0.005,15.841,0.007,,,,,,,,,,,,,,,,,,,,,,,15.3030,0.0020,15.5530,0.0070,15.7230,0.0060,15.8640,0.0060,15.9040,0.0110,15.142,0.044,14.816,0.070,14.683,0.099,,,,,,,,,,,,,,,,,,,14.743,0.031,14.906,0.058,13.370,,9.172,
SDSSJ173721.87+334329.6,Gaia EDR3 4602228363003893760,264.34110534831,33.72485549076,58.28421910530,29.22650142667,He-sdOB,sdOB,sd+MS,,sdO/B,,0.0960,0.0820,0.1794,,18.9516,0.0036,18.9050,0.0171,19.1656,0.0386,-3.3456,0.1981,-6.0776,0.2104,-243,10,,,38844,2000,5.49,0.20,0.13,0.40,2009PhDT.......273H,0.036,0.001,0.110,17.660,0.063,17.945,0.020,,,,,,,,,,,18.529,0.017,18.798,0.008,19.191,0.012,19.435,0.018,19.614,0.068,,,,,,,,,,,,,,,,,,,,,,,18.8370,0.0080,19.1740,0.0050,19.4190,0.0070,19.5830,0.0260,19.8760,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALEXJ17373+5520,Gaia EDR3 1421032746411950336,264.34923995344,55.33776577174,83.23590818728,32.39486480550,He-sdO,sdOHe,sdO,sdO/B,sdO/B,,0.2920,0.2885,0.0319,2.2514,14.9506,0.0029,14.7848,0.0039,15.2634,0.0042,-1.7709,0.0451,-8.9956,0.0413,,,,,57000,,5.60,,0.50,,1997fbs..conf..375L,0.038,0.001,0.117,13.296,0.004,13.731,0.002,14.988,0.055,14.798,0.046,14.832,0.102,15.191,0.027,15.686,,14.269,0.004,14.693,0.003,15.200,0.003,15.558,0.004,15.870,0.007,,,,,,,,,,,,,,,,,,,,,,,14.8030,0.0020,15.2360,0.0030,15.6010,0.0040,15.8570,0.0040,16.0850,0.0070,15.761,0.070,15.889,0.161,15.883,0.271,,,,,,,,,,,,,,,,,,,16.205,0.047,16.514,0.155,13.607,,9.937,
UVO1735+22,Gaia EDR3 4557081835745623808,264.35999740247,22.14937131575,45.85503579269,25.68776657846,sdOB+WD,sdB+A?,,sdO/B,sdO/B,,2.2809,2.3476,0.0464,3.6548,11.8016,0.0028,11.6474,0.0030,12.0998,0.0038,-21.7788,0.0313,1.2683,0.0472,,,-50,1,38000,500,5.54,0.05,-2.45,0.10,2010A&A...519A..25G,0.067,0.001,0.207,12.139,0.006,12.806,0.003,11.861,0.008,11.568,0.008,11.616,0.017,12.096,0.039,12.424,0.006,11.815,0.001,,,12.171,0.001,14.855,0.012,13.383,0.005,,,,,,,,,,,,,,,,,,,,,,,11.6110,,12.0920,,12.4610,,12.7530,,12.9100,0.0005,12.509,0.021,12.650,0.022,12.703,0.029,,,,,,,,,,,,,,,,,,,12.808,0.023,12.836,0.026,12.987,,8.716,
FBS1735+382,Gaia EDR3 1342607330782394368,264.36121864997,38.14601887039,63.23916835265,30.24606651513,sdO,sdOA,,sdO/B,sdO/B,,0.3930,0.3862,0.0450,4.3470,16.4129,0.0029,16.2922,0.0042,16.6694,0.0104,-2.4526,0.0524,-8.4534,0.0527,,,,,,,,,,,,0.036,0.001,0.110,15.065,0.017,15.518,0.012,16.555,0.153,16.214,0.077,16.146,0.085,16.692,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2410,0.0040,16.6520,0.0050,17.0020,0.0020,17.2650,0.0090,17.4290,0.0060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMOSTJ173740.34+192222.4,Gaia EDR3 4550885847209172736,264.41808889246,19.37292033693,43.01542800548,24.63587993321,sdB,,sdB,,sdO/B,,0.2892,0.2769,0.0617,,16.9561,0.0029,16.8269,0.0056,17.2206,0.0078,-3.2122,0.0576,4.0000,0.0617,,,,,34469,235,5.96,0.04,-2.27,0.06,2021ApJS..256...28L,0.050,0.001,0.154,15.965,0.024,16.055,0.010,,,,,,,,,,,16.453,0.006,16.690,0.004,17.200,0.005,17.517,0.006,17.837,0.018,,,,,,,,,,,,,,,,,,,,,,,16.7881,0.0078,17.2047,0.0031,17.5617,0.0033,17.8490,0.0088,17.9966,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ173759.21+322320.9,Gaia EDR3 4600968155176089472,264.49673877283,32.38912198428,56.84919199601,28.75151177037,sdA,sdB,sdB,sdO/B,sdO/B,,0.0803,0.0943,0.0360,,15.9942,0.0029,15.9582,0.0046,16.0741,0.0057,-4.3628,0.0396,-3.8331,0.0370,-149,1,-158,2,,,,,,,,0.036,0.001,0.112,17.260,0.460,16.869,0.250,16.009,0.008,15.931,0.028,15.870,0.049,16.102,0.008,,,16.476,0.006,15.826,0.004,16.146,0.004,16.390,0.004,16.587,0.008,,,,,,,,,,,,,,,,,,,,,,,15.8620,0.0020,16.1600,0.0030,16.4030,0.0020,16.5790,0.0040,16.6600,0.0100,16.274,0.094,16.043,0.172,15.494,,,,,,,,,,,,,,,,,,,,16.538,0.065,16.407,0.166,12.688,,9.294,
SDSSJ173806.51+451701.7,Gaia EDR3 1350338787309654400,264.52710408592,45.28379546062,71.44532292374,31.39785767782,sdB,sdB,sdB,,,,0.2293,0.2176,0.0596,,17.3120,0.0029,17.2357,0.0074,17.4729,0.0125,-8.2778,0.0673,-1.8496,0.0759,-37,6,,,30500,500,5.40,0.08,-3.00,0.00,2015A&A...577A..26G,0.022,0.001,0.069,,,,,,,,,,,,,,,17.031,0.008,17.126,0.005,17.536,0.006,17.770,0.007,17.891,0.018,,,,,,,,,,,,,,,,,,,,,,,17.1890,0.0070,17.5360,0.0040,17.7800,0.0030,17.9390,0.0050,18.0520,0.0140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALEXJ17382+2634,Gaia EDR3 4594148468665436672,264.55180290426,26.56901369867,50.56894426478,26.99998319025,sdB,sdB,,sdO/B,sdO/B,,1.2684,1.2811,0.0232,5.0334,14.4954,0.0028,14.3875,0.0030,14.7130,0.0040,1.7699,0.0214,-7.4072,0.0248,,,62,8,22880,800,5.56,0.10,-3.26,0.00,2012MNRAS.427.2180N,0.042,0.002,0.129,13.745,0.007,14.009,0.005,14.523,0.074,14.303,0.045,14.314,0.038,14.739,0.037,15.010,,14.324,0.004,14.317,0.003,14.877,0.008,15.071,0.004,15.314,0.006,,,,,,,,,,,,,,,,,,,,,,,14.3220,0.0020,14.7200,0.0030,15.0580,0.0030,15.3090,0.0020,15.4730,0.0060,15.018,0.043,15.255,0.090,14.940,0.107,,,,,,,,,,,,,,,,,,,15.351,0.044,15.654,0.137,12.832,,9.350,
BD+293070,Gaia EDR3 4595823677708844416,264.58830164914,29.14658848200,53.34277306334,27.76060649861,sdB+F,sdOB+F/G,,sd+MS,sd+MS,,3.4125,3.4279,0.0382,2.9643,10.2891,0.0028,10.4013,0.0029,10.0574,0.0038,-6.5865,0.0320,23.1534,0.0399,,,-50,16,25380,990,5.54,0.18,-2.63,,2013A&A...559A..54V,0.045,0.001,0.141,11.688,0.003,12.038,0.003,10.335,0.074,10.504,0.030,10.444,,10.295,0.055,10.318,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3640,,10.3540,,10.3970,,10.4040,,10.4440,,9.773,0.020,9.621,0.023,9.546,0.022,,,,,,,,,,,,,,,,,,,9.499,0.023,9.548,0.021,9.523,0.031,8.950,
M1-25,Gaia EDR3 4117211214062566528,264.62631687549,-22.14414840807,4.93925352845,4.93619279695,[WR],[WC5-6],,,,,-0.5147,-0.4878,0.1574,,16.6086,0.0043,14.2737,0.0143,13.0308,0.0067,-6.4930,0.1660,-6.3390,0.1010,,,,,,,,,,,,0.845,0.029,2.619,,,,,14.024,0.083,15.540,0.175,14.388,0.024,13.092,0.055,13.948,0.018,,,,,,,,,,,,,,,,,,,,,16.3230,0.0630,,,14.5180,0.0430,,,,,,,15.1194,0.0515,13.9596,0.2043,14.9741,0.0950,14.2946,0.0166,12.9932,0.0174,12.768,0.055,12.588,0.054,11.576,0.033,,,,,,,,,,,,,13.7419,0.0158,,,12.1643,0.0110,,,,,,,,
SDSSJ173831.39+511323.4,Gaia EDR3 1368297175151177472,264.63081890714,51.22308023728,78.39217184595,31.99450296195,sd ,sd,sd+MS,,sdO/B,,0.2645,0.2646,0.0555,,17.0041,0.0029,16.9737,0.0069,17.0566,0.0091,-0.4082,0.0643,-2.4638,0.0677,,,,,,,,,,,,0.033,0.001,0.101,15.875,0.200,16.266,0.120,,,,,,,,,,,16.769,0.007,16.840,0.004,17.197,0.005,17.376,0.006,17.532,0.015,,,,,,,,,,,,,,,,,,,,,,,16.9320,0.0030,17.2030,0.0030,17.3920,0.0050,17.5220,0.0070,17.6150,0.0170,16.749,0.144,17.588,,17.373,,,,,,,,,,,,,,,,,,,,16.344,0.044,16.679,0.148,13.227,,9.734,
Hen2-260,Gaia EDR3 4123264059863450496,264.73789416224,-18.29365321831,8.28574291522,6.87472188706,O(H),O(H)7-8,,,,,0.3879,0.4169,0.1564,,18.2966,0.0032,18.7709,0.0659,17.3127,0.0537,1.0410,0.1750,-8.2460,0.1150,,,,,,,,,,,,0.492,0.027,1.524,,,,,13.615,0.067,13.948,0.052,13.744,0.054,12.987,0.064,13.325,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8272,0.0045,17.5263,0.0184,17.2362,0.0207,12.614,0.030,12.538,0.037,12.194,0.027,,,,,,,,,,,,,16.2249,0.0308,,,15.8969,0.0729,11.434,0.024,10.835,0.022,4.241,0.015,0.137,0.008
LAMOSTJ173906.41+111748.1,Gaia EDR3 4492802221326659456,264.77670906236,11.29663788934,35.11573438459,21.11334192232,sdB,,,,,,1.7152,1.7380,0.0328,4.4821,13.2819,0.0028,13.1773,0.0032,13.4879,0.0038,-4.9939,0.0281,-18.5054,0.0269,,,124,3,27867,290,5.26,0.03,-2.90,0.04,2021ApJS..256...28L,0.129,0.003,0.399,,,,,13.349,0.075,13.149,0.029,13.134,0.031,13.521,0.070,13.872,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1960,,13.5106,0.0045,13.8408,0.0025,14.0817,0.0011,14.2496,0.0024,13.785,0.026,13.934,0.045,13.934,0.053,,,,,,,,,,,,,,,,,,,13.977,0.026,14.013,0.039,11.992,,8.791,0.462
PG1738+505,Gaia EDR3 1368015532671476736,264.86840848621,50.49031809701,77.54762941297,31.78183801994,sdB,sdB1.5VIIHe12,,,,,1.4262,1.4362,0.0247,3.9628,13.1767,0.0028,13.0577,0.0030,13.3937,0.0039,-9.2163,0.0318,2.4885,0.0326,,,,,24700,700,5.05,0.20,-1.54,0.20,1993A&A...273..524T,0.033,0.001,0.102,,,,,13.210,0.051,13.125,0.020,13.042,0.042,13.444,0.018,13.710,0.050,14.172,0.006,13.215,0.002,13.557,0.002,14.309,0.008,14.276,0.006,,,,,,,,,,,,,,,,,,,,,,,13.0860,,13.4820,,13.7360,0.0060,13.9980,0.0020,14.1430,0.0040,13.668,0.029,13.835,0.038,13.915,0.046,,,,,,,,,,,,,,,,,,,13.967,0.025,14.028,0.034,13.099,,9.821,
SDSSJ174018.57+250950.9,Gaia EDR3 4581707146702814592,265.07739887884,25.16410865450,49.25461464900,26.09715222135,sdB,sdB,sdB,,sdO/B,,0.0140,0.0017,0.1474,,18.7272,0.0032,18.6946,0.0236,18.9164,0.0401,-2.6500,0.1255,-1.0509,0.1428,-132,8,,,,,,,,,,0.043,0.001,0.135,18.458,0.097,18.600,0.046,,,,,,,,,,,18.729,0.021,18.552,0.008,18.892,0.011,19.238,0.016,19.508,0.066,,,,,,,,,,,,,,,,,,,,,,,18.5800,0.0060,18.9320,0.0100,19.2130,0.0070,19.4840,0.0150,19.5470,0.0450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG1739+489,Gaia EDR3 1363886900869046656,265.09152590255,48.89943677285,75.70610444913,31.47651768974,sdB,sdB2VIIHe3,,,,,1.5521,1.5614,0.0303,4.1439,13.1762,0.0029,13.0443,0.0030,13.4356,0.0039,-6.0253,0.0352,-4.2925,0.0398,,,-55,4,27998,264,5.45,0.03,-2.84,0.04,2021ApJS..256...28L,0.018,0.001,0.055,12.294,0.006,,,13.183,0.035,12.978,0.040,12.945,0.039,13.414,0.012,13.762,0.046,12.872,0.003,13.062,0.006,13.628,0.008,13.797,0.003,14.079,0.004,,,,,,,,,,,,,,,,,,,,,,,13.0200,,13.4530,,13.7830,0.0002,14.0440,0.0040,14.2110,0.0020,13.717,0.029,13.873,0.049,13.966,0.056,,,,,,,,,,,,,,,,,,,14.044,0.026,14.136,0.035,12.761,,9.758,
HS1739+5244,Gaia EDR3 1416603466898656384,265.10806341109,52.71871647359,80.17517385165,31.81481869656,sdOB,sdB,sdB,sdO/B,sdO/B,,0.5609,0.5588,0.0314,3.8962,15.1599,0.0028,15.0067,0.0040,15.4558,0.0049,-0.8991,0.0453,-8.3151,0.0378,,,,,36000,900,5.50,0.10,-2.90,0.40,2003A&A...400..939E,0.024,0.001,0.075,13.847,0.008,14.079,0.004,15.246,0.062,14.823,0.040,14.857,,15.421,0.078,15.781,0.027,14.589,0.004,14.894,0.003,15.397,0.004,15.750,0.004,16.092,0.008,,,,,,,,,,,,,,,,,,,,,,,14.9950,0.0030,15.4260,0.0030,15.7830,0.0020,16.0620,0.0040,16.2490,0.0050,15.820,0.071,15.629,0.144,15.781,,,,,,,,,,,,,,,,,,,,16.322,0.051,16.321,0.136,13.596,,9.893,
SDSSJ174030.87+514421.7,Gaia EDR3 1368415548745660160,265.12860837681,51.73936109101,79.02769361967,31.72748372160,sd ,sd,,sdO/B,sdO/B,,0.4153,0.4083,0.0349,4.1132,16.0585,0.0028,15.9193,0.0039,16.3414,0.0076,-0.8945,0.0457,-4.1119,0.0471,,,,,,,,,,,,0.025,0.002,0.076,14.771,0.130,14.961,0.700,16.143,0.036,15.918,0.044,15.862,0.006,16.280,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8880,0.0030,16.3250,0.0030,16.6800,0.0030,16.9540,0.0040,17.1480,0.0120,16.592,0.128,16.240,,17.132,,,,,,,,,,,,,,,,,,,,17.604,0.102,18.124,0.507,13.419,,9.608,
LAMOSTJ174034.61+203144.4,Gaia EDR3 4555560622754330496,265.14421931761,20.52901450009,44.47305036630,24.42607264228,sdB,,,,sdO/B,,0.1407,0.1439,0.0576,,16.8922,0.0029,16.8334,0.0058,17.0321,0.0108,-10.4210,0.0510,-19.0640,0.0560,,,,,27889,364,5.13,0.04,-2.06,0.04,2021ApJS..256...28L,0.077,0.002,0.237,16.924,0.055,16.941,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7865,0.0064,17.0734,0.0035,17.3510,0.0032,17.5631,0.0045,17.6875,0.0137,,,,,,,,,,,,,,,,,,,,,,,,,17.513,0.145,17.560,,12.792,,9.088,
NGC6397-ROB162,Gaia EDR3 5921754157289957376,265.16028190603,-53.64212013994,338.18898331243,-11.93569743823,sdO,sdOp,,,,,0.4026,0.4363,0.0307,1.3513,13.1525,0.0028,13.0743,0.0030,13.2647,0.0039,3.4843,0.0355,-17.8351,0.0265,,,,,51000,2000,4.50,0.20,-1.00,0.13,1986A&A...169..244H,0.162,0.004,0.503,12.713,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.439,0.030,13.582,0.047,13.590,0.058,,,,,,,,,,,,,13.4618,0.0015,,,13.5851,0.0043,13.409,0.050,13.467,0.059,12.175,0.304,9.219,
PN-DeHt2,Gaia EDR3 4376331092036268032,265.42039513070,3.11594412886,27.64961496236,16.92462854457,O(H),,,sdO/B,sdO/B,,0.5725,0.5925,0.0416,3.8472,14.9836,0.0028,14.8786,0.0032,15.1553,0.0044,-4.8960,0.0370,-8.9480,0.0340,,,,,117000,6300,5.64,0.22,-0.79,0.12,1999A&A...350..101N,0.208,0.007,0.651,13.541,0.011,14.226,0.009,15.056,0.044,14.901,0.040,14.913,0.040,15.230,0.033,15.363,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8855,0.0046,15.2069,0.0028,15.4779,0.0025,15.7227,0.0016,15.8834,0.0040,15.321,0.059,15.485,0.135,15.495,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,
Hb4,Gaia EDR3 4068200586367730944,265.47000086055,-24.70231407311,3.17078981246,2.92847250328,[WR],[WO3],,,,,0.1652,0.1936,0.1320,,17.5191,0.0056,15.4934,0.0255,14.3897,0.0114,-1.0820,0.1560,-4.5470,0.0910,,,,,,,,,,,,1.083,0.027,3.356,,,,,13.420,0.073,15.003,0.059,13.538,0.065,13.281,0.069,13.973,0.138,,,,,,,,,,,,,,,,,,,,,17.4480,0.1960,,,14.7470,0.0970,14.3970,0.1760,,,,,15.3164,0.0525,15.1121,0.1415,15.8180,0.1432,15.0982,0.0521,14.0718,0.0547,12.738,0.087,12.466,0.076,11.601,0.063,,,,,,,,,,,,,,,,,,,9.775,0.029,8.732,0.023,3.228,0.013,0.048,0.007
M2-14,Gaia EDR3 4068369945446105728,265.48861595663,-24.18783418742,3.61792595808,3.18463641349,[WR],wels,,,,,-0.4501,-0.3882,0.5808,,17.5876,0.0150,14.9088,0.0362,13.4571,0.0111,-7.8270,0.5640,-3.1950,0.3570,,,,,,,,,,,,0.846,0.020,2.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1930,0.0340,,,15.7360,0.0220,14.0200,0.0270,,,,,16.0105,0.0069,14.1531,0.0896,15.3056,0.0216,14.6314,0.0387,13.2263,0.0667,12.850,,12.824,0.056,11.567,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ174229.14+260028.7,Gaia EDR3 4593863385916378880,265.62143057116,26.00796211234,50.32085771186,25.91135252291,sdB,sdB,sdB,sdO/B,sdO/B,,0.1468,0.1513,0.0452,,16.7360,0.0028,16.6873,0.0049,16.8708,0.0111,-3.0257,0.0391,-4.6918,0.0485,-19,3,,,,,,,,,,0.058,0.002,0.179,,,16.844,0.019,16.782,0.125,16.561,0.141,16.514,,16.798,,,,16.886,0.008,16.551,0.004,16.894,0.005,17.167,0.006,17.387,0.013,,,,,,,,,,,,,,,,,,,,,,,16.6010,0.0040,16.9170,0.0040,17.1960,0.0030,17.4080,0.0050,17.5230,0.0170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ174242.39+261134.0,Gaia EDR3 4594252883612022912,265.67661719685,26.19284009135,50.53313635621,25.92486607103,sdB,sdB,sd+MS,,sd+MS,,-0.1175,-0.1109,0.1622,,18.8661,0.0034,18.8696,0.0316,18.8963,0.0304,-3.4574,0.1351,1.6341,0.1763,6,10,-9,10,,,,,,,,0.050,0.002,0.155,,,18.597,0.044,,,,,,,,,,,18.954,0.022,18.826,0.009,18.977,0.011,19.092,0.015,19.213,0.050,,,,,,,,,,,,,,,,,,,,,,,18.8290,0.0120,18.9920,0.0060,19.1150,0.0100,19.2200,0.0180,19.2400,0.0340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMOSTJ174242.39+443013.4,Gaia EDR3 1350113181268869632,265.67666359650,44.50372570957,70.69208046243,30.47360688372,sdOB,,sdB,,,,0.4101,0.4042,0.0464,4.0351,16.0023,0.0029,15.8458,0.0040,16.3104,0.0056,2.2700,0.0583,-4.2631,0.0543,,,-201,2,40247,401,6.09,0.05,-2.17,0.07,2021ApJS..256...28L,0.026,0.002,0.080,,,,,16.141,0.052,15.764,0.132,,,,,,,15.429,0.005,15.749,0.004,16.255,0.004,16.598,0.006,16.911,0.011,,,,,,,,,,,,,,,,,,,,,,,15.8257,0.0050,16.2684,0.0027,16.6410,0.0022,16.9178,0.0046,17.0846,0.0098,16.624,0.125,16.061,,16.861,,,,,,,,,,,,,,,,,,,,17.107,0.075,17.320,,12.638,,9.427,
Te2022,Gaia EDR3 4057044357117710848,265.67673066303,-29.85979520325,358.88089313699,0.05684226634,O(H),Bearly,,,,,,,,,19.3180,0.0140,18.1359,0.2632,14.8686,0.8315,,,,,,,,,,,,,,,,33.399,5.181,103.537,,,,,14.825,0.018,16.733,0.061,15.862,0.029,13.939,0.055,12.762,0.121,,,,,,,,,,,,,,,,,,,,,,,,,15.3560,0.0070,14.0690,0.0100,,,,,15.8064,0.0073,14.0389,0.0012,12.7500,,12.1040,,11.8260,,10.375,0.020,9.763,0.031,9.285,0.029,,,,,,,,,,,,,,,,,,,,,,,0.543,0.187,-1.440,0.077
LAMOSTJ174246.87+192608.5,Gaia EDR3 4552341394446464000,265.69530478116,19.43571809162,43.57028757369,23.54107879446,sdB,,,,sdO/B,,0.4717,0.4737,0.0474,4.7347,16.3574,0.0028,16.2548,0.0038,16.5572,0.0055,-1.4370,0.0400,-3.8490,0.0470,,,,,31836,294,6.03,0.08,-2.73,0.15,2021ApJS..256...28L,0.062,0.002,0.193,15.589,0.021,15.776,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2208,0.0026,16.5964,0.0035,16.9019,0.0020,17.1528,0.0037,17.3073,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS1747+8014,Gaia EDR3 1706750635415036288,265.78853541846,80.21777416813,112.16747133782,29.58691642198,sdB,sdB,,,sdO/B,,0.3684,0.3610,0.0423,4.1559,16.3685,0.0029,16.2506,0.0051,16.6154,0.0112,1.7073,0.0516,-4.7728,0.0487,,,,,32800,1000,5.75,0.30,-2.10,0.40,2003A&A...400..939E,0.084,0.004,0.259,15.380,0.021,15.610,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2460,0.0050,16.6190,0.0020,16.9250,0.0020,17.1810,0.0050,17.3760,0.0160,,,,,,,,,,,,,,,,,,,,,,,,,16.836,0.074,16.733,0.215,13.446,,9.569,
SDSSJ174315.72+260201.0,Gaia EDR3 4594235433163203840,265.81547154526,26.03363886797,50.41124312555,25.75499846698,sdB,sdB,sdB,,sdO/B,,0.1454,0.1472,0.0751,,17.4464,0.0030,17.4124,0.0070,17.5274,0.0111,-3.9915,0.0650,1.1227,0.0784,-113,4,-82,3,,,,,,,,0.057,0.001,0.177,,,17.859,0.032,,,,,,,,,,,17.552,0.010,17.268,0.005,17.590,0.006,17.830,0.007,18.023,0.023,,,,,,,,,,,,,,,,,,,,,,,17.3420,0.0100,17.6270,0.0050,17.8840,0.0060,18.0700,0.0060,18.2000,0.0310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS1741+2133,Gaia EDR3 4556063035156496768,265.82924186987,21.54378391973,45.76511401392,24.19786561902,sdB+WD,sdOB,,sdO/B,sdO/B,,1.0696,1.0877,0.0234,4.1753,13.9928,0.0028,13.8974,0.0029,14.1615,0.0038,-11.3600,0.0124,3.2296,0.0241,,,-124,1,40179,394,5.93,0.05,-2.55,0.12,2021ApJS..256...28L,0.098,0.004,0.304,13.567,0.008,13.687,0.004,13.990,0.010,13.818,0.006,13.816,0.021,14.159,0.061,14.289,0.015,13.631,0.003,,,14.187,0.003,14.478,0.004,14.747,0.004,,,,,,,,,,,,,,,,,,,,,,,13.9060,0.0050,14.2160,0.0040,14.5050,0.0030,14.7510,0.0030,14.9040,0.0030,14.386,0.036,14.616,0.060,14.759,0.142,,,,,,,,,,,,,,,,,,,14.656,0.051,14.821,0.090,12.328,,8.828,
GALEXJ17437+0728,Gaia EDR3 4486584311272895488,265.93834169239,7.48233471698,31.98418426133,18.43377935838,sdB+MS,sdB+?,sd+MS,sdO/B,sdO/B,,0.2039,0.2302,0.0231,0.7516,13.9415,0.0028,13.8796,0.0030,14.0463,0.0039,-2.9744,0.0197,-1.6530,0.0170,,,,,,,,,,,,0.141,0.003,0.438,13.895,0.007,13.855,0.005,13.946,0.050,13.903,,13.833,0.034,14.085,0.039,14.372,0.060,13.740,0.003,13.766,0.003,14.085,0.003,14.336,0.003,14.574,0.004,,,,,,,,,,,,,,,,,,,,,,,13.8550,0.0050,14.1370,0.0110,14.3970,0.0020,14.6070,0.0020,14.7330,0.0050,14.294,0.033,14.377,0.056,14.380,0.084,,,,,,,,,,,,,,,,,,,14.468,0.034,14.635,0.075,12.131,,8.995,
SDSSJ174401.68+254444.3,Gaia EDR3 4582207012175775616,266.00699120182,25.74562793510,50.17256435423,25.49746111836,sdOB,sdOB,sdB,,sdO/B,,0.2444,0.2225,0.1029,,17.9686,0.0030,17.8429,0.0100,18.2390,0.0247,-2.2671,0.0907,-2.6862,0.1073,52,5,,,35062,946,5.74,0.15,-1.70,0.20,2017OAst...26..164G,0.063,0.001,0.194,,,17.121,0.020,,,,,,,,,,,17.516,0.010,17.741,0.005,18.194,0.007,18.514,0.010,18.798,0.040,,,,,,,,,,,,,,,,,,,,,,,17.7950,0.0110,18.2120,0.0060,18.5500,0.0050,18.7930,0.0100,19.0160,0.0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
