Wavelength,Flux,BestFit,SkyFlux
9179.098,2.242,2.308,2.924
9181.212,2.251,2.307,2.903
9183.326,2.157,2.306,2.917
9185.441,2.341,2.305,2.827
9187.556,2.332,2.303,2.656
9189.672,1.780,2.302,2.573
9191.788,2.173,2.300,2.497
9193.905,2.347,2.299,2.364
9196.022,2.638,2.296,2.363
9198.140,2.545,2.291,2.374
9200.258,2.186,2.287,2.565
9202.377,2.365,2.288,2.646
9204.496,2.674,2.289,2.705
9206.615,1.799,2.287,2.799
9208.736,1.901,2.284,2.675
9210.856,2.280,2.281,2.796
9212.977,2.374,2.277,2.969
9215.099,2.552,2.272,3.373
9217.221,2.036,2.267,7.195
9219.344,2.157,2.261,8.829
9221.467,2.484,2.253,4.905
9223.590,2.374,2.251,4.631
9225.714,2.189,2.255,9.366
9227.839,2.491,2.260,10.583
9229.964,2.327,2.264,5.834
9232.089,2.605,2.266,3.325
9234.215,2.265,2.268,2.922
9236.342,2.050,2.269,2.896
9238.469,2.338,2.270,2.576
9240.596,2.426,2.270,2.363
9242.724,2.233,2.270,2.553
9244.853,2.160,2.270,2.602
9246.982,1.975,2.269,2.741
9249.111,2.205,2.269,4.209
9251.241,2.507,2.268,5.573
9253.372,2.174,2.268,5.394
9255.502,2.431,2.267,4.581
9257.634,2.515,2.266,3.316
9259.766,2.197,2.265,2.447
9261.898,2.007,2.264,2.527
9264.031,2.223,2.263,3.829
9266.164,2.494,2.262,3.736
9268.298,2.331,2.261,2.669
9270.433,2.009,2.260,2.429
9272.567,2.175,2.259,2.328
9274.703,2.373,2.258,2.332
9276.839,2.403,2.257,2.329
9278.975,2.531,2.256,2.337
9281.112,2.354,2.255,2.210
9283.249,1.947,2.254,2.255
9285.387,2.172,2.253,3.138
9287.525,2.394,2.251,6.723
9289.664,2.328,2.249,7.600
9291.803,2.428,2.246,4.373
9293.943,2.340,2.247,5.682
9296.083,2.048,2.247,8.431
9298.224,2.629,2.246,6.088
9300.365,2.648,2.245,3.080
9302.507,1.952,2.244,2.830
9304.649,1.509,2.243,9.131
9306.792,-0.059,2.241,61.490
9308.935,2.170,2.240,141.497
9311.079,3.517,2.239,125.041
9313.223,6.083,2.238,166.748
9315.368,8.395,2.237,344.623
9317.513,5.517,2.234,207.674
9319.659,2.718,2.234,43.140
9321.805,1.820,2.234,27.207
9323.951,3.568,2.233,92.865
9326.099,4.697,2.231,193.817
9328.246,4.039,2.230,93.242
9330.394,3.308,2.229,10.558
9332.543,2.067,2.228,12.012
9334.692,2.190,2.227,13.206
9336.842,1.861,2.225,12.750
9338.992,1.322,2.224,43.876
9341.143,1.862,2.223,47.912
9343.294,3.077,2.220,15.341
9345.445,1.928,2.216,3.812
9347.597,2.561,2.219,5.916
9349.750,2.697,2.219,12.479
9351.903,2.254,2.217,14.133
9354.057,2.114,2.217,10.338
9356.211,2.328,2.216,5.183
9358.365,2.407,2.215,3.582
9360.521,2.151,2.213,3.592
9362.676,1.843,2.212,6.187
9364.832,2.170,2.211,6.607
9366.989,2.482,2.210,4.999
9369.146,1.903,2.209,8.576
9371.303,2.280,2.208,10.952
9373.462,1.377,2.207,31.510
9375.620,5.634,2.206,267.380
9377.779,5.156,2.205,668.612
9379.939,0.131,2.203,416.077
9382.099,2.105,2.202,50.231
9384.259,2.979,2.201,19.288
9386.420,2.725,2.200,15.885
9388.582,2.164,2.199,6.662
9390.744,2.309,2.198,4.155
9392.907,2.687,2.197,2.886
9395.070,2.250,2.196,3.087
9397.233,2.413,2.194,5.288
9399.397,2.046,2.193,8.181
9401.562,2.809,2.192,18.151
9403.727,2.645,2.191,49.167
9405.892,1.342,2.190,40.206
9408.058,1.535,2.189,8.232
9410.225,2.430,2.188,2.825
9412.392,2.262,2.187,2.620
9414.559,2.317,2.186,2.506
9416.727,1.948,2.184,3.744
9418.896,1.725,2.183,20.142
9421.065,3.023,2.182,82.565
9423.235,3.058,2.181,79.743
9425.405,2.361,2.180,24.837
9427.575,2.261,2.179,7.331
9429.746,1.921,2.178,3.390
9431.918,1.504,2.177,3.127
9434.090,2.059,2.176,2.809
9436.262,1.809,2.174,4.258
9438.435,2.789,2.173,28.764
9440.609,1.241,2.172,213.776
9442.783,1.061,2.171,330.227
9444.957,3.044,2.170,93.615
9447.132,2.691,2.169,9.666
9449.308,2.035,2.168,11.603
9451.484,2.418,2.167,12.392
9453.660,2.343,2.165,6.639
9455.837,1.713,2.164,6.338
9458.015,2.058,2.163,43.538
9460.193,3.655,2.162,147.049
9462.372,2.355,2.161,132.845
9464.551,1.204,2.160,20.091
9466.730,1.722,2.159,3.710
9468.910,2.370,2.158,2.803
9471.091,2.217,2.156,3.009
9473.272,2.226,2.155,3.590
9475.453,2.787,2.154,20.121
9477.635,2.127,2.153,152.118
9479.818,1.474,2.152,245.234
9482.001,1.381,2.151,88.974
9484.185,1.780,2.150,10.465
9486.369,2.308,2.148,5.512
9488.553,2.156,2.147,3.466
9490.738,2.066,2.146,4.543
9492.924,1.848,2.145,6.490
9495.110,2.033,2.144,5.144
9497.297,2.233,2.142,3.354
9499.484,1.587,2.141,4.158
9501.671,1.818,2.136,23.264
9503.859,2.858,2.131,126.558
9506.048,2.087,2.134,115.019
9508.237,1.828,2.137,22.804
9510.427,2.490,2.134,3.753
9512.617,1.745,2.130,3.062
9514.807,2.462,2.124,3.020
9516.998,2.300,2.125,4.223
9519.190,3.203,2.126,36.517
9521.382,3.246,2.125,101.407
9523.575,1.932,2.123,68.511
9525.768,1.767,2.120,9.550
9527.962,2.085,2.117,4.235
9530.156,2.194,2.113,6.649
9532.350,1.749,2.108,7.820
9534.546,1.756,2.103,6.385
9536.741,2.393,2.095,9.457
9538.937,2.484,2.088,13.881
9541.134,1.852,2.089,8.300
9543.331,1.920,2.095,2.993
9545.529,1.710,2.099,2.637
9547.727,1.519,2.102,2.513
9549.926,1.872,2.105,3.615
9552.125,2.723,2.106,20.445
9554.325,3.747,2.107,80.163
9556.525,1.493,2.107,72.213
9558.726,1.300,2.108,11.948
9560.927,2.153,2.107,6.633
9563.129,1.903,2.107,7.889
9565.331,1.620,2.107,10.316
9567.534,2.044,2.106,81.128
9569.737,-0.246,2.105,170.864
9571.941,0.242,2.105,85.012
9574.145,2.182,2.104,11.458
9576.350,2.802,2.103,4.747
9578.555,2.481,2.102,3.813
9580.761,1.990,2.101,3.291
9582.967,1.764,2.100,2.637
9585.174,1.901,2.099,2.635
9587.381,2.039,2.098,2.787
9589.589,2.067,2.097,2.614
9591.797,2.202,2.096,3.571
9594.006,2.138,2.095,4.883
9596.216,1.413,2.094,3.659
9598.426,1.424,2.093,2.516
9600.636,1.945,2.091,2.635
9602.847,2.207,2.088,2.549
9605.058,2.201,2.089,3.049
9607.270,2.501,2.088,14.132
9609.482,2.232,2.087,40.799
9611.695,1.756,2.084,29.336
9613.909,1.777,2.082,6.005
9616.123,2.128,2.084,3.393
9618.337,2.195,2.083,4.605
9620.552,2.790,2.082,19.410
9622.768,2.892,2.081,51.852
9624.984,1.854,2.080,33.770
9627.200,1.574,2.079,9.965
9629.417,2.148,2.078,7.368
9631.635,1.624,2.077,7.765
9633.853,1.792,2.076,5.929
9636.071,2.204,2.075,3.764
9638.290,2.224,2.074,3.364
9640.510,2.196,2.072,3.139
9642.730,2.138,2.071,2.843
9644.950,1.678,2.070,2.875
9647.172,1.839,2.069,2.565
9649.393,2.285,2.068,2.380
9651.615,2.258,2.067,2.972
9653.838,2.058,2.066,5.619
9656.061,1.809,2.065,7.619
9658.285,1.358,2.064,6.669
9660.509,1.852,2.063,8.224
9662.733,2.200,2.062,9.360
9664.959,2.528,2.061,7.045
9667.184,2.322,2.059,7.370
9669.411,1.858,2.058,28.591
9671.637,2.027,2.057,48.208
9673.864,1.602,2.056,20.926
9676.092,2.168,2.055,10.921
9678.321,2.783,2.054,9.258
9680.549,2.209,2.053,21.578
9682.779,1.116,2.052,58.379
9685.008,1.417,2.051,55.388
9687.239,2.282,2.050,18.500
9689.469,2.289,2.049,7.546
9691.701,1.863,2.047,17.970
9693.933,1.797,2.046,19.918
9696.165,2.023,2.045,7.965
9698.398,2.153,2.043,14.511
9700.631,3.090,2.042,65.902
9702.865,1.523,2.042,64.577
9705.100,1.352,2.041,15.762
9707.335,2.132,2.039,4.954
9709.570,2.416,2.037,4.564
9711.806,2.823,2.037,16.243
9714.043,2.920,2.037,34.061
9716.280,1.071,2.036,19.566
9718.517,2.092,2.035,12.541
9720.755,3.801,2.034,64.425
9722.994,3.022,2.033,89.444
9725.233,1.437,2.031,29.801
9727.472,2.573,2.030,7.916
9729.712,2.221,2.029,7.082
9731.953,1.974,2.028,6.654
9734.194,1.955,2.027,7.173
9736.436,2.129,2.026,17.395
9738.678,2.996,2.025,37.558
9740.921,2.451,2.024,40.389
9743.164,1.681,2.023,14.879
9745.407,2.281,2.022,10.285
9747.652,2.770,2.021,21.808
9749.896,2.103,2.020,16.553
9752.142,1.524,2.019,4.555
9754.387,1.760,2.018,2.722
9756.634,2.501,2.016,3.133
9758.881,2.422,2.015,3.515
9761.128,1.971,2.014,2.861
9763.376,1.823,2.013,2.232
9765.624,1.777,2.012,2.422
9767.873,1.821,2.011,2.365
9770.122,2.141,2.010,2.288
9772.372,1.950,2.009,2.303
9774.623,2.043,2.008,2.240
9776.874,2.351,2.007,2.424
9779.125,1.600,2.006,2.790
9781.377,1.426,2.005,2.863
9783.630,2.561,2.004,2.814
9785.883,2.362,2.003,2.972
9788.136,1.681,2.001,7.061
9790.390,2.271,2.001,47.296
9792.645,2.879,2.001,149.643
9794.900,-0.133,1.999,117.393
9797.155,1.873,1.997,26.638
9799.412,2.752,1.996,23.180
9801.668,1.913,1.995,51.675
9803.925,1.580,1.994,38.728
9806.183,1.729,1.993,9.153
9808.441,2.297,1.992,11.902
9810.700,2.139,1.991,16.423
9812.959,2.325,1.990,22.799
9815.219,2.944,1.989,26.156
9817.479,2.970,1.988,15.098
9819.740,2.088,1.987,15.441
9822.002,2.751,1.985,9.920
9824.263,2.272,1.984,4.713
9826.526,1.918,1.983,4.956
9828.789,1.888,1.982,8.795
9831.052,1.678,1.981,10.833
9833.316,1.410,1.980,7.485
9835.581,1.579,1.979,4.915
9837.846,1.955,1.978,4.215
9840.111,2.090,1.977,2.889
9842.377,2.064,1.976,2.428
9844.644,1.953,1.975,2.686
9846.911,1.869,1.974,6.651
9849.178,2.587,1.973,35.215
9851.446,1.245,1.972,55.871
9853.715,1.061,1.971,21.933
9855.984,1.722,1.970,3.982
9858.254,1.946,1.968,2.647
9860.524,2.053,1.967,2.835
9862.795,1.386,1.966,2.483
9865.066,2.218,1.965,2.282
9867.338,2.233,1.964,3.003
9869.610,1.972,1.963,7.024
9871.883,3.400,1.962,58.169
9874.156,5.003,1.961,175.010
9876.430,0.120,1.960,119.227
9878.705,1.608,1.959,16.336
9880.980,2.321,1.958,3.819
9883.255,1.918,1.957,3.580
9885.531,2.396,1.956,5.788
9887.807,1.952,1.955,10.109
9890.084,2.258,1.953,8.408
9892.362,1.927,1.952,5.382
9894.640,2.956,1.951,31.282
9896.919,2.374,1.950,80.937
9899.198,0.466,1.949,51.799
9901.477,2.181,1.948,9.520
9903.758,2.229,1.947,5.294
9906.038,2.223,1.946,3.440
9908.319,1.513,1.945,3.042
9910.601,1.335,1.944,3.750
9912.883,2.740,1.943,14.943
9915.166,3.471,1.942,107.395
9917.450,-0.536,1.941,186.741
9919.733,0.710,1.940,77.564
9922.018,2.094,1.939,9.198
9924.303,1.799,1.938,4.154
9926.588,1.509,1.937,3.343
9928.874,1.944,1.936,3.318
9931.160,2.205,1.935,3.422
9933.447,2.276,1.934,3.858
9935.735,2.035,1.932,3.940
9938.023,1.611,1.931,4.492
9940.312,2.491,1.930,14.951
9942.601,5.001,1.929,93.176
9944.890,3.413,1.928,163.921
9947.181,9.862,1.927,187.882
9949.471,7.043,1.926,212.621
9951.762,1.150,1.925,112.820
9954.054,2.198,1.924,27.192
9956.346,3.438,1.923,61.876
9958.639,0.259,1.922,170.643
9960.933,0.640,1.921,127.541
9963.226,2.545,1.920,123.742
9965.521,2.269,1.918,117.457
9967.816,0.578,1.917,31.645
9970.111,1.605,1.916,9.037
9972.407,3.188,1.915,26.354
9974.704,2.482,1.914,55.361
9977.001,1.657,1.913,34.306
9979.298,1.641,1.912,17.786
9981.596,2.114,1.911,18.404
9983.895,2.528,1.910,9.859
9986.194,1.774,1.909,4.748
9988.494,1.976,1.908,3.911
9990.794,2.548,1.907,3.878
9993.095,2.022,1.906,4.044
9995.396,1.227,1.904,3.535
9997.698,2.374,1.903,4.236
10000.000,2.231,1.902,16.730
10002.303,1.456,1.901,39.279
10004.606,2.058,1.900,26.424
10006.910,2.899,1.899,7.201
10009.215,2.754,1.897,6.532
10011.520,2.643,1.896,44.911
10013.825,2.658,1.890,199.603
10016.131,-0.073,1.887,289.543
10018.438,-0.805,1.887,111.129
10020.745,1.223,1.889,16.589
10023.052,3.662,1.888,15.958
10025.361,4.290,1.886,47.391
10027.669,1.711,1.884,107.620
10029.978,0.544,1.881,61.866
10032.288,0.679,1.878,10.912
10034.598,1.322,1.874,5.753
10036.909,1.562,1.869,5.644
10039.221,0.990,1.862,7.641
10041.533,2.283,1.854,7.781
10043.845,3.562,1.853,24.198
10046.158,2.225,1.859,41.633
10048.471,1.334,1.864,19.814
10050.785,2.267,1.867,3.779
10053.100,1.543,1.869,2.763
10055.415,1.371,1.870,2.761
10057.731,1.969,1.871,4.808
10060.047,3.071,1.871,27.434
10062.363,2.102,1.871,81.694
10064.681,0.582,1.871,62.110
10066.998,3.168,1.870,22.004
10069.317,1.737,1.870,24.347
10071.636,0.937,1.869,33.231
10073.955,1.805,1.868,34.417
10076.275,2.028,1.867,14.063
10078.595,1.256,1.866,6.360
10080.916,2.647,1.866,20.619
10083.238,5.390,1.865,135.058
10085.560,1.085,1.864,205.990
10087.882,-0.700,1.863,57.234
10090.205,1.001,1.862,8.230
10092.529,2.227,1.861,4.471
10094.853,2.765,1.860,3.874
10097.178,3.078,1.859,5.614
10099.503,2.124,1.858,8.243
10101.829,3.072,1.857,12.302
10104.155,4.065,1.856,54.682
10106.482,2.517,1.855,87.048
10108.809,0.416,1.854,36.658
10111.137,1.357,1.853,6.309
10113.466,2.021,1.852,3.586
10115.795,2.460,1.850,2.865
10118.124,2.025,1.849,3.356
10120.454,1.767,1.848,4.938
10122.785,4.324,1.845,34.575
10125.116,4.357,1.843,210.752
10127.447,-5.054,1.845,290.900
10129.780,-5.157,1.845,62.760
10132.112,1.130,1.843,11.279
10134.446,3.225,1.843,13.093
10136.780,2.416,1.841,9.490
10139.114,0.969,1.840,6.027
10141.449,3.384,1.839,4.583
10143.784,3.496,1.838,10.154
10146.120,1.784,1.837,18.299
10148.457,1.664,1.836,20.887
10150.794,2.952,1.835,24.893
10153.131,4.307,1.834,53.961
10155.469,0.039,1.833,98.769
10157.808,1.298,1.832,57.021
10160.147,4.413,1.831,44.377
10162.487,3.047,1.830,33.994
10164.827,1.908,1.829,20.896
10167.168,2.240,1.828,26.060
10169.509,1.398,1.827,31.179
10171.851,4.801,1.826,124.775
10174.194,3.653,1.825,265.457
10176.537,-2.844,1.824,142.546
10178.880,1.047,1.823,22.113
10181.224,2.447,1.822,29.978
10183.569,2.959,1.821,51.377
10185.914,2.443,1.820,28.233
10188.260,1.831,1.819,26.868
10190.606,3.417,1.818,128.774
10192.952,6.132,1.817,149.750
10195.300,-0.105,1.816,42.428
10197.648,0.316,1.815,11.852
10199.996,2.393,1.814,9.449
10202.345,1.567,1.812,21.707
10204.694,-0.721,1.811,66.739
10207.044,0.035,1.810,60.418
10209.395,5.243,1.809,69.208
10211.746,0.597,1.808,199.069
10214.098,-1.918,1.807,180.443
10216.450,1.326,1.806,57.440
10218.802,4.153,1.805,10.432
10221.156,2.732,1.804,7.311
10223.509,3.191,1.803,12.979
10225.864,1.666,1.802,66.815
10228.219,0.572,1.801,143.752
10230.574,0.813,1.800,106.278
10232.930,0.641,1.799,82.606
10235.286,-0.592,1.798,46.508
10237.643,2.039,1.797,11.148
10240.001,1.409,1.796,5.234
10242.359,1.228,1.795,4.161
10244.718,2.435,1.794,3.659
10247.077,2.034,1.793,3.405
10249.437,-0.321,1.792,3.231
10251.797,3.495,1.791,2.266
10254.158,1.420,1.790,2.556
10256.519,1.645,1.789,3.984
10258.881,2.474,1.788,4.989
10261.244,0.081,1.787,4.299
10263.607,0.198,1.786,4.197
10265.970,3.247,1.785,6.264
10268.334,3.189,1.784,9.173
10270.699,0.163,1.783,18.848
10273.064,1.379,1.782,48.362
10275.430,5.910,1.781,34.869
10277.796,2.618,1.780,9.133
10280.163,2.524,1.779,6.362
10282.530,2.036,1.777,8.848
10284.898,6.887,1.776,65.920
10287.267,9.976,1.775,390.318
10289.636,3.461,1.774,491.448
10292.005,-3.968,1.773,143.189
10294.375,3.873,1.766,43.519
10296.746,8.433,1.766,136.490
10299.117,4.136,1.769,182.039
10301.489,-0.189,1.770,59.329
10303.861,1.486,1.768,13.017
10306.234,2.646,1.767,11.020
10308.607,0.721,1.766,22.963
10310.981,-0.207,1.765,53.801
10313.356,3.506,1.764,41.434
10315.731,5.816,1.763,10.767
10318.106,4.053,1.762,3.792
10320.482,5.353,1.761,2.474
10322.859,4.033,1.760,2.380
10325.236,6.442,1.759,4.926
10327.614,4.423,1.758,12.916
10329.992,0.924,1.757,11.400
10332.371,2.084,1.756,11.844
10334.751,3.604,1.755,3.988
10337.131,0.282,1.754,5.570
10339.511,3.408,1.753,12.391
10341.892,-2.461,1.752,27.590
10344.274,-3.515,1.751,23.082
10346.656,5.684,1.750,36.865
10349.038,-2.436,1.749,135.132
10351.422,-4.123,1.748,77.421
10353.805,3.448,1.747,26.013
10356.190,3.368,1.746,36.061
10358.575,1.365,1.745,24.635
10360.960,3.619,1.744,6.354
10363.346,-0.231,1.743,3.698
10365.733,7.057,1.742,2.086
10368.120,4.183,1.741,4.936
10370.507,3.165,1.739,16.726
10372.895,6.725,1.738,143.789
10375.284,3.961,1.737,267.478
10377.673,-9.676,1.736,138.338
10380.063,-9.676,1.735,61.662
10382.454,-9.676,1.734,8.195
10384.845,-9.677,1.733,0.000
